x,y
395.290,424.826
393.315,425.476
392.222,425.808
391.151,425.924
390.756,425.985
389.073,426.568
388.446,426.838
387.895,427.341
387.491,428.188
386.684,432.188
386.196,435.162
385.809,436.725
385.008,438.950
384.005,442.313
382.249,447.466
380.706,451.263
379.448,455.108
378.207,460.445
377.808,465.817
377.886,467.607
378.345,474.017
379.128,477.221
379.550,481.172
380.694,486.316
382.319,493.623
383.322,496.161
384.701,499.501
385.097,500.889
385.561,503.172
386.056,505.146
386.132,506.730
386.505,508.751
386.516,509.172
386.352,509.664
387.861,510.298
390.444,511.507
393.299,512.276
400.750,513.304
405.500,513.813
413.336,515.304
417.158,515.608
420.874,515.734
425.706,516.355
428.300,516.980
434.433,518.869
437.575,519.545
440.015,520.079
446.838,521.390
450.271,521.695
454.518,522.065
457.903,521.938
457.924,521.935
458.467,521.807
466.454,519.818
470.626,519.707
474.002,520.147
476.023,520.096
477.203,519.841
480.915,518.157
483.787,516.230
487.313,512.522
491.021,509.142
493.347,506.415
494.147,504.816
494.874,503.398
496.255,502.344
497.091,501.581
498.146,500.781
498.800,500.744
499.600,500.545
501.508,500.072
503.071,500.708
505.180,500.817
506.361,500.508
508.160,499.945
509.487,499.036
511.559,497.473
512.650,496.564
513.377,495.892
513.722,495.419
514.231,494.965
516.194,493.783
518.066,492.020
519.684,490.075
520.647,489.385
521.301,488.694
521.974,487.640
522.447,486.604
522.755,485.740
523.164,484.986
523.355,484.568
523.573,484.086
523.719,483.541
523.628,482.896
523.551,482.398
523.594,482.092
523.556,482.138
523.490,482.150
523.297,482.127
523.146,482.154
522.375,482.289
522.216,482.358
522.193,482.443
522.116,482.605
522.008,482.690
522.019,482.818
521.846,482.930
521.653,482.972
521.274,483.015
521.054,483.003
520.827,482.949
520.703,482.934
520.522,482.934
520.491,482.937
519.720,483.153
519.405,483.378
518.998,483.648
518.807,483.671
518.522,483.580
518.406,483.277
518.595,482.895
518.622,482.776
518.782,482.533
518.905,482.266
518.974,482.050
519.070,481.884
519.047,481.783
518.982,481.550
518.690,481.592
518.531,481.763
518.350,481.775
517.910,481.598
517.786,481.706
517.593,481.853
517.458,481.994
517.306,482.094
517.190,482.119
516.960,482.423
516.183,482.926
516.059,483.065
515.928,483.192
515.841,483.232
515.774,483.262
515.670,483.242
515.627,483.115
515.747,482.814
515.874,482.247
515.732,482.057
515.877,481.455
515.756,481.158
515.640,480.799
515.300,480.525
515.000,480.466
514.750,480.431
514.530,480.377
513.974,480.334
513.406,480.559
513.056,480.876
512.952,481.034
512.999,481.139
513.049,481.235
513.049,481.339
512.975,481.417
512.875,481.490
512.728,481.629
512.686,482.219
512.775,482.370
512.790,482.447
512.647,483.115
512.674,483.196
512.551,483.296
512.489,483.323
512.373,483.258
512.257,483.258
512.126,483.273
512.006,483.308
511.871,483.335
511.759,483.320
511.698,483.262
511.335,482.744
511.177,482.756
511.092,482.814
510.648,483.138
510.497,483.223
510.374,483.246
510.273,483.208
510.242,483.165
510.169,482.930
510.185,482.706
510.231,482.420
510.320,482.231
510.347,482.189
510.488,481.765
510.455,480.621
510.390,480.498
510.161,480.415
510.039,480.428
509.887,480.425
509.569,480.440
509.456,480.515
509.316,480.799
509.258,481.027
509.185,481.085
509.081,481.058
508.992,481.104
508.764,481.559
508.702,481.602
508.671,481.687
508.617,481.779
508.509,481.810
508.420,481.783
508.363,481.572
508.331,481.362
508.268,481.107
508.215,480.888
508.100,480.625
508.066,480.495
508.073,480.390
508.131,480.289
508.150,480.239
508.100,480.201
508.038,480.221
507.851,480.312
507.772,480.235
507.671,480.188
507.530,480.216
507.344,480.267
507.183,480.343
507.071,480.432
506.951,480.576
506.804,480.611
506.709,480.550
506.642,480.538
506.536,480.598
506.485,480.600
506.380,480.603
506.300,480.624
506.216,480.649
506.116,480.625
506.034,480.653
505.847,480.723
505.636,480.827
505.525,480.961
505.501,481.107
505.465,481.185
505.318,481.254
505.142,481.378
505.024,481.621
504.986,481.773
504.996,481.967
505.062,482.042
505.308,482.062
505.376,482.156
505.463,482.320
505.658,482.787
505.815,483.028
505.909,483.185
506.120,483.435
506.359,483.617
506.529,483.725
506.591,483.856
506.632,483.974
506.622,484.072
506.529,484.211
506.364,484.239
506.152,484.225
506.039,484.219
505.985,484.296
505.921,484.387
505.796,484.453
505.717,484.439
505.609,484.374
505.573,484.378
505.558,484.584
505.518,484.810
505.398,485.007
505.313,485.078
505.229,485.079
505.114,485.012
505.045,484.890
504.985,484.768
504.932,484.755
504.869,484.848
504.815,484.906
504.696,484.906
504.607,484.740
504.624,484.598
504.507,484.558
504.375,484.493
504.270,484.439
503.972,484.573
503.835,484.710
503.787,484.841
503.777,485.059
503.763,485.219
503.770,485.487
503.641,485.693
503.575,485.715
503.439,485.748
503.321,485.763
503.196,485.698
503.107,485.612
502.830,485.485
502.690,485.449
502.630,485.379
502.575,485.268
502.410,485.166
502.217,485.142
501.875,485.088
501.797,485.058
501.743,484.960
501.699,484.860
501.717,484.749
501.785,484.579
501.816,484.369
501.742,484.277
501.600,484.215
501.367,484.152
501.337,484.088
501.225,483.837
501.148,483.659
501.017,483.616
500.775,483.635
500.623,483.653
500.469,483.619
500.469,483.553
500.477,483.378
500.425,483.330
500.361,483.339
500.082,483.470
499.966,483.458
499.842,483.420
499.700,483.292
499.641,483.169
499.652,483.009
499.695,482.786
499.697,482.674
499.667,482.518
499.570,482.260
499.547,482.082
499.617,481.916
499.355,481.587
499.557,481.433
499.961,481.347
500.282,481.138
500.516,480.960
500.619,480.830
500.596,480.641
500.466,480.540
500.323,480.483
500.030,480.446
499.966,480.400
500.003,480.322
499.971,480.276
499.839,480.175
499.793,480.062
499.872,479.997
499.870,479.932
499.792,479.808
499.844,479.743
499.953,479.756
500.230,479.843
500.748,480.063
500.932,480.105
501.084,480.164
501.321,480.193
501.493,480.158
501.724,480.024
502.438,479.514
502.495,479.371
502.480,479.232
502.492,479.155
502.641,478.851
502.708,478.565
502.585,478.451
502.129,478.143
501.754,477.831
501.388,477.691
501.156,477.472
501.032,477.441
500.890,477.387
500.172,477.167
499.986,477.248
499.743,477.255
499.627,477.178
499.442,477.086
499.369,477.020
499.353,476.993
497.748,476.561
497.589,476.491
496.902,476.341
496.528,476.198
496.215,476.250
496.054,476.284
495.456,476.237
495.041,476.211
