latitude,longitude
-79.05133134984862,-154.80148580841026
-79.02748870849294,-154.98895263671875
-79.00328826903977,-155.05775451660156
-78.98255157470379,-155.1033935546875
-78.93016815185211,-155.3301239013672
-78.88534545898094,-155.50901794433594
-78.81893920898078,-155.82391357421875
-78.79987335204714,-155.87734985351562
-78.67440795898044,-156.5006561279297
-78.60868072509358,-156.54885864257812
-78.5881423950154,-156.4471893310547
-78.57251739501537,-156.29827880859375
-78.56393432616768,-156.26231384277344
-78.56069183349189,-156.17324829101562
-78.564010620113,-156.0970458984375
-78.55953979491768,-156.05657958984375
-78.53377532958557,-156.02255249023438
-78.50377655028862,-156.12596130371094
-78.49694824218315,-156.0590057373047
-78.49626922606987,-156.01031494140625
-78.50512695312065,-155.9357147216797
-78.50720214843318,-155.86703491210938
-78.49370574950733,-155.6962127685547
-78.48622131347217,-155.65371704101562
-78.49029541015186,-155.55751037597656
-78.47792816161669,-155.3018341064453
-78.48374938964403,-155.2058563232422
-78.48007965087452,-155.13635253906253
-78.47097015380416,-155.03819274902347
-78.46257781981977,-155.00726318359375
-78.44654846190956,-155.0124969482422
-78.43232727050327,-155.02723693847656
-78.42514038085483,-154.97988891601562
-78.42353057860873,-154.93333435058594
-78.42633056640172,-154.89476013183597
-78.43179321288609,-154.84536743164062
-78.44047546386268,-154.8204345703125
-78.44760131835488,-154.80828857421875
-78.44786071776895,-154.75259399414062
-78.44586181640175,-154.61492919921875
-78.43724822997595,-154.5342559814453
-78.42870330810092,-154.53158569335938
-78.4158630371048,-154.5803680419922
-78.40853118896025,-154.5518798828125
-78.40420532226102,-154.51629638671875
-78.40287780761257,-154.47361755371094
-78.40499877929226,-154.39979553222656
-78.40296173095241,-154.34042358398438
-78.3908081054641,-154.3006591796875
-78.37362670897969,-154.32334899902344
-78.3602523803711,-154.31863403320312
-78.34964752197266,-154.25706481933594
-78.34197235107422,-154.2068328857422
-78.31935119628906,-154.18328857421875
-78.30217742919922,-154.20602416992188
-78.27388000488281,-154.21878051757812
-78.25584411621094,-154.1481475830078
-78.24720001220703,-154.0235137939453
-78.2430648803711,-153.84266662597656
-78.23607635498047,-153.78224182128906
-78.22669219970702,-153.84573364257812
-78.21488952636719,-154.0054931640625
-78.22769927978516,-154.0972442626953
-78.21967315673827,-154.18418884277344
-78.19682312011719,-154.24270629882812
-78.15113067626953,-154.35000610351562
-78.12841033935547,-154.4657135009766
-78.13684844970703,-154.58941650390625
-78.14761352539062,-154.6809844970703
-78.15496826171874,-154.6998748779297
-78.169677734375,-154.65249633789062
-78.1796875,-154.66078186035156
-78.2000732421875,-154.75747680664062
-78.21446228027344,-154.7827606201172
