latitude,longitude
-70.99591064453116,-10.463317871093746
-70.99252319335928,-10.443939208984373
-70.98211669921866,-10.427581787109375
-70.97941589355462,-10.415557861328125
-70.96129608154286,-10.3948974609375
-70.95738983154288,-10.364807128906254
-70.95379638671865,-10.348846435546875
-70.94696494208367,-10.330093113843052
-70.93948658239933,-10.279729603058492
-70.92994689941396,-10.251953125000002
-70.9224135639484,-10.207954187092694
-70.91723295103718,-10.158060206321961
-70.9171713867248,-10.032127021722491
-70.91824340820301,-9.984649658203123
-70.91573055251828,-9.973689850655397
-70.92325592041006,-9.950275421142576
-70.9312515258788,-9.93088054656982
-70.94186401367176,-9.920770645141602
-70.95735168457021,-9.930823326110843
-70.991600036621,-9.973865509033198
-71.00546264648426,-9.982231140136715
-71.0258712768554,-9.976518630981452
-71.04593658447257,-9.961779594421392
-71.06758117675771,-9.92930698394776
-71.07464599609368,-9.911019325256342
-71.08174133300773,-9.876822471618647
-71.08369445800774,-9.857532501220698
-71.08391571044913,-9.817867279052734
-71.08324432373037,-9.804248809814453
-71.08377838134757,-9.794807434082031
-71.08643341064443,-9.788266181945797
-71.0910644531249,-9.772157669067383
-71.09280395507804,-9.730634689331053
-71.09300994873038,-9.68564701080322
-71.08887481689445,-9.646347045898438
-71.0812454223632,-9.602598190307617
-71.07847595214835,-9.57995700836182
-71.07820129394523,-9.569217681884767
-71.08081054687493,-9.55820655822754
-71.08560180664054,-9.543909072875975
-71.08607482910146,-9.530017852783196
-71.08668518066398,-9.518848419189455
-71.08538818359365,-9.505810737609862
-71.08487701416007,-9.456972122192381
-71.08766937255851,-9.447804450988768
-71.0905456542968,-9.426312446594244
-71.08918762207024,-9.398238182067873
-71.08848571777335,-9.384632110595703
-71.09200286865224,-9.3563928604126
-71.08900451660146,-9.326973915100094
-71.09238433837882,-9.311544418334957
-71.09786224365226,-9.305480957031252
-71.10440826416009,-9.295533180236816
-71.11002349853506,-9.292183876037598
-71.11978149414053,-9.28649806976318
-71.1215820312499,-9.279449462890625
-71.12287139892571,-9.271256446838377
-71.12448883056632,-9.257031440734863
-71.1246795654296,-9.225809097290039
-71.12668609619129,-9.198872566223141
-71.13475799560538,-9.173447608947754
-71.15569305419912,-9.125712394714359
-71.17438507080071,-9.063201904296875
-71.1962585449218,-8.999475479125975
-71.20431518554679,-8.970587730407715
-71.21052551269523,-8.940428733825684
-71.21309661865229,-8.921607971191408
-71.22122192382805,-8.902468681335447
-71.22711181640616,-8.899114608764643
-71.24932861328118,-8.91259765625
-71.29272460937493,-8.954318046569822
-71.29837036132803,-8.978503227233888
-71.30245971679678,-8.993902206420898
-71.30915832519521,-9.01417255401611
-71.32550811767571,-9.047291755676266
