x,y
257.919,609.160
257.983,609.211
258.021,609.339
258.060,609.377
258.098,609.594
258.200,609.658
258.251,609.709
258.306,609.798
258.475,609.916
258.557,610.041
258.703,610.155
258.876,610.246
259.338,610.329
259.515,610.347
259.550,610.383
259.651,610.313
259.738,610.236
259.796,610.123
259.789,609.943
259.699,609.531
259.696,609.370
259.757,609.145
259.850,608.929
260.011,608.707
260.092,608.639
260.230,608.581
260.304,608.572
260.449,608.594
260.497,608.610
260.533,608.610
260.562,608.585
260.629,608.543
260.784,608.549
260.948,608.575
261.083,608.646
261.228,608.758
261.305,608.804
261.344,608.813
261.389,608.791
261.450,608.746
261.502,608.749
261.543,608.749
261.589,608.771
261.766,608.807
261.804,608.781
261.888,608.762
261.988,608.794
262.036,608.810
262.145,608.787
262.247,608.839
262.310,608.810
262.342,608.752
262.390,608.684
262.413,608.623
262.451,608.517
262.480,608.501
262.512,608.491
262.567,608.482
262.681,608.498
262.783,608.491
262.890,608.415
263.101,608.208
263.362,608.034
263.633,607.825
263.752,607.751
263.872,607.698
263.945,607.680
264.028,607.600
264.051,607.535
264.041,607.278
263.967,606.766
263.890,606.689
263.842,606.634
263.781,606.547
263.690,606.344
263.616,606.103
263.607,605.868
263.591,605.739
263.604,605.556
263.642,605.440
263.713,605.359
263.877,605.314
264.068,605.310
264.226,605.322
264.428,605.375
264.537,605.396
264.600,605.427
264.737,605.443
264.833,605.420
264.865,605.366
264.933,605.221
264.997,605.118
265.155,604.995
265.165,604.725
265.168,604.474
265.319,604.078
265.403,604.027
265.471,603.991
265.538,603.859
265.567,603.827
265.622,603.801
265.651,603.814
265.693,603.850
265.725,603.866
265.776,603.843
265.764,603.772
265.664,603.483
265.667,603.306
265.593,602.980
265.525,602.771
265.500,602.565
265.490,602.446
265.509,602.382
265.525,602.324
265.619,602.243
265.744,602.169
265.889,602.140
266.105,602.111
266.224,602.098
266.388,602.134
266.452,602.169
266.584,602.253
266.700,602.333
266.723,602.366
266.771,602.427
266.826,602.675
266.848,602.745
266.877,602.868
266.874,602.929
266.929,603.170
267.025,603.434
267.302,603.978
267.328,604.027
267.386,604.030
267.495,603.914
267.611,603.782
267.714,603.576
267.734,603.486
267.714,603.351
267.708,603.312
267.698,603.219
267.698,603.164
267.711,603.109
267.746,603.074
267.788,603.058
267.869,603.051
268.036,603.064
268.149,603.103
268.232,603.128
268.329,603.112
268.371,603.119
268.680,603.209
268.783,603.270
268.822,603.315
268.960,603.402
268.995,603.489
269.137,603.701
269.185,603.866
269.208,603.962
269.205,604.036
269.168,604.121
269.097,604.198
268.809,604.567
268.535,605.008
268.503,605.102
268.487,605.166
268.522,605.536
268.364,606.096
268.348,606.154
268.384,606.386
268.384,606.425
268.393,606.470
268.429,606.486
268.503,606.496
268.596,606.537
268.677,606.611
268.719,606.660
268.738,606.702
268.735,606.740
268.654,606.850
268.554,606.978
268.535,607.020
268.532,607.069
268.570,607.094
268.699,607.172
268.715,607.204
268.741,607.307
