latitude,longitude
-72.94987852042414,-5.688992948857413
-72.7217184562213,-5.775153203100906
-72.67753036907507,-5.741989612426472
-72.62489803713024,-5.65017056254852
-72.54473542074825,-5.57011245493134
-72.47314161925527,-5.506887808394378
-72.44404960344183,-5.504260026237176
-72.41980867572997,-5.576399188366465
-72.40999476920544,-5.702965109773407
-72.39807927576845,-5.958410225674545
-72.3904040782985,-6.057174949000103
-72.34505872143043,-6.120922119937738
-72.28257963369433,-6.092311560846717
-72.19728091860148,-6.023094292952448
-72.14544090602861,-6.008545873875146
-72.11029907168896,-6.068502458268769
-72.0526524677559,-6.169323362089539
-71.97407276217024,-6.232841688147684
-71.93700322839247,-6.317047460676513
-71.84820102608435,-6.469419756968464
-71.7188274376403,-6.598912276276138
-71.59534673593727,-6.782894829101409
-71.54488304252506,-6.919545366252461
-71.50232931331523,-6.9793283502488235
-71.45468359742745,-7.0400236054767475
-71.36510096174099,-6.964543186651582
-71.25307970018653,-6.871994625772269
-71.17182579491508,-6.76389770791027
-71.15597376976612,-6.7580810615075135
-71.15766962576184,-6.728534736435411
-71.12808799082153,-6.612847654298915
-71.03219061381887,-6.371852334001888
-70.96100665086017,-6.199874297070715
-70.85318087772528,-6.035573868285496
-70.80592720759616,-5.975222608092526
-70.75453847505212,-6.0003569620153625
-70.73592989064703,-6.0142330510305
-70.71627044512917,-6.00706702580808
-70.69670244611093,-5.980186061903411
-70.68383346810784,-5.977383029479491
-70.6847445540347,-5.955941947590888
-70.69073486328115,-5.8690314292907715
-70.70074462890615,-5.758264541625976
-70.71270751953114,-5.7301821708679235
-70.7165527343749,-5.721045017242437
-70.71936035156239,-5.697985649108885
-70.72976684570301,-5.638028621673587
-70.73290252685537,-5.6253542900085485
-70.73829650878896,-5.614584922790528
-70.74118804931629,-5.605130672454833
-70.7479705810546,-5.593524932861332
-70.75325012207021,-5.602937221527099
-70.75479125976551,-5.610002994537352
-70.75685882568351,-5.617639541625977
-70.76007080078115,-5.6194233894348145
-70.77185821533193,-5.617156505584719
-70.7757568359374,-5.601785659790039
-70.78381347656239,-5.588469505310056
-70.792999267578,-5.5655460357666025
-70.80038452148425,-5.5602831840515154
-70.80957794189443,-5.545609951019287
-70.81454467773426,-5.539207935333252
-70.82676696777334,-5.534109592437743
-70.8293228149413,-5.530719280242922
-70.83673095703116,-5.520462989807133
-70.84201049804679,-5.508742332458495
-70.84718322753896,-5.500303745269775
-70.86003112792959,-5.533139228820801
-70.87874603271474,-5.578570365905761
-70.90155792236318,-5.631985664367676
-70.93088531494132,-5.660607337951661
-70.96189880371085,-5.687796115875247
-70.9748535156249,-5.700109481811523
-71.00341796874989,-5.710535526275635
-71.00870513916004,-5.698764324188232
-71.01628875732413,-5.683499813079834
-71.02441406249991,-5.685147285461425
-71.02957916259757,-5.7026515007019025
-71.05450439453118,-5.790894985198976
-71.0829544067382,-5.927596569061278
-71.08732604980459,-5.951706886291506
-71.10843658447257,-6.052827358245851
-71.11618804931632,-6.065477371215822
-71.12673187255851,-6.060506820678713
-71.13823699951163,-6.059221267700196
-71.1481628417968,-6.080205440521244
-71.15210723876945,-6.092481136322021
-71.16271972656241,-6.093452453613283
-71.17900848388663,-6.064172744750977
-71.1863479614257,-6.0572829246521005
-71.20918273925771,-6.036007404327393
-71.21533203124993,-6.039720535278321
-71.2253875732421,-6.065061569213866
-71.25326538085929,-6.127758026123047
-71.26540374755852,-6.147954463958739
-71.28081512451163,-6.176082134246827
-71.29980468749993,-6.2267546653747585
-71.30970001220695,-6.232678413391112
-71.32061004638663,-6.225316524505614
-71.32573699951165,-6.2193880081176784
