x,y
272.058,354.821
271.807,354.776
271.236,354.596
271.097,354.604
270.950,354.630
270.612,354.795
270.361,354.760
269.812,354.552
269.720,354.596
269.711,354.682
269.702,354.812
269.728,354.934
269.780,355.064
269.860,355.155
269.912,355.260
269.917,355.364
269.854,355.472
269.824,355.488
269.702,355.601
269.610,355.616
269.624,356.173
269.972,356.892
270.140,357.383
270.020,358.031
269.792,358.570
269.780,359.589
268.893,360.500
268.461,361.100
267.622,362.634
267.862,364.025
268.006,364.816
267.674,365.251
268.174,366.231
269.109,367.142
269.542,367.640
269.588,367.693
269.463,368.338
269.253,368.892
268.773,370.043
268.941,370.715
269.564,371.146
271.342,372.323
272.834,373.203
274.456,374.695
276.327,377.254
278.097,380.197
278.921,382.549
279.740,384.752
280.715,386.641
282.152,387.710
283.826,387.182
287.118,385.596
292.303,380.878
292.757,380.577
293.611,380.319
294.289,380.130
299.385,382.551
302.496,383.649
304.918,384.137
307.968,384.148
313.415,384.429
315.804,385.153
319.122,386.282
321.093,387.344
323.165,389.809
325.775,393.042
326.196,394.285
327.271,396.331
328.494,397.986
330.439,400.295
332.295,401.592
335.707,403.661
338.682,405.197
344.681,408.422
352.703,413.067
361.191,418.868
363.887,420.435
367.249,422.551
371.860,426.026
373.624,426.921
375.086,427.187
378.989,427.083
386.621,426.745
390.756,425.985
391.151,425.924
392.222,425.808
393.315,425.476
395.290,424.826
398.785,423.777
400.855,422.370
402.643,417.706
404.004,412.000
405.720,407.074
409.325,401.507
411.610,398.349
413.978,396.563
416.171,394.103
419.358,391.620
425.175,389.875
428.096,389.240
430.231,388.966
431.038,386.479
430.906,379.169
432.261,373.500
432.774,369.676
432.455,363.412
432.437,359.180
432.003,350.483
431.878,339.499
432.262,331.730
434.975,310.565
435.657,308.678
435.674,307.421
435.505,306.775
435.181,306.119
434.687,305.351
433.215,303.403
431.623,301.334
429.535,298.887
426.963,296.089
424.921,294.112
421.838,291.882
416.440,287.964
415.450,287.466
413.793,287.171
409.591,287.303
406.924,286.712
403.057,285.399
401.382,284.761
397.956,283.423
394.319,281.872
391.874,280.769
384.811,278.182
377.192,275.920
371.479,274.486
367.161,273.474
361.895,272.156
359.691,271.836
357.725,271.764
355.626,271.237
352.810,272.316
349.987,272.642
349.909,272.651
346.792,272.963
346.228,273.071
345.185,273.467
344.358,273.562
343.771,273.490
343.159,272.999
342.380,272.903
341.936,273.347
341.673,273.610
341.121,273.718
340.330,273.766
339.839,274.222
339.095,274.414
338.724,273.886
337.765,273.335
337.285,273.862
336.494,274.126
336.422,274.018
336.194,273.359
335.367,273.455
334.288,273.287
333.826,272.645
333.425,272.244
333.383,272.244
332.897,272.376
332.490,272.316
332.170,272.166
332.430,272.660
332.473,272.755
332.447,272.851
332.516,273.050
332.646,273.110
332.837,273.457
332.906,273.916
333.019,274.029
333.028,274.115
332.931,274.174
332.699,273.918
332.573,273.816
332.499,273.752
332.395,273.717
332.336,273.769
332.088,273.932
331.872,273.852
331.808,273.810
331.763,273.778
331.702,273.804
331.719,273.890
331.769,274.000
331.797,274.130
331.797,274.176
331.719,274.289
331.589,274.306
331.511,274.332
331.347,274.471
331.316,274.557
331.250,274.587
331.022,274.660
330.940,274.626
330.905,274.583
330.881,274.506
330.876,274.417
330.879,274.384
330.853,274.280
330.761,274.219
330.731,274.193
330.652,274.113
330.593,274.046
330.420,273.864
330.143,273.582
330.160,273.327
330.171,273.273
330.194,273.154
330.168,273.074
330.083,272.806
330.160,272.686
330.272,272.608
330.342,272.504
330.333,272.322
330.307,272.149
330.238,271.783
330.218,271.668
330.196,271.602
330.125,271.352
330.136,271.308
330.147,271.266
330.160,271.213
330.175,271.025
330.134,270.927
330.091,270.875
329.995,270.832
329.775,270.887
329.667,271.020
329.588,271.118
329.552,271.273
329.445,271.693
329.423,271.767
329.418,272.081
329.470,272.177
329.545,272.322
329.683,272.591
329.727,272.773
329.727,272.963
329.670,272.981
329.581,272.999
329.477,273.117
329.441,273.154
329.354,273.162
329.285,273.171
329.262,273.268
329.229,273.314
329.181,273.362
329.025,273.388
328.852,273.422
328.798,273.538
328.773,273.571
328.748,273.596
328.609,273.778
328.614,273.883
328.606,273.943
328.626,274.003
328.681,274.101
328.697,274.157
328.680,274.191
328.657,274.216
328.531,274.271
328.514,274.367
328.540,274.427
328.609,274.514
328.618,274.583
328.575,274.659
328.450,274.743
328.340,274.965
328.284,274.991
328.237,275.006
328.210,275.025
328.170,275.061
328.115,275.108
327.971,275.180
327.751,275.233
327.565,275.303
327.257,275.372
327.212,275.360
327.075,275.305
326.776,275.291
326.675,275.287
326.647,275.319
326.512,275.415
326.261,275.519
326.152,275.508
325.950,275.439
325.914,275.424
325.750,275.424
325.481,275.424
325.452,275.404
325.375,275.330
325.143,275.380
325.013,275.554
324.935,275.678
324.619,276.155
324.494,276.619
324.450,276.983
324.463,277.052
324.475,277.205
324.517,277.259
324.537,277.295
324.641,277.460
324.738,277.482
324.831,277.518
324.963,277.530
325.088,277.574
325.188,277.668
325.363,277.743
325.403,277.753
325.447,277.772
325.563,277.793
325.638,277.812
325.740,277.775
325.852,277.735
325.919,277.712
326.125,277.574
326.217,277.419
326.322,277.269
326.690,276.876
326.950,276.680
327.070,276.613
327.251,276.540
327.414,276.496
327.465,276.489
327.758,276.496
327.849,276.499
328.013,276.560
328.129,276.606
328.184,276.645
328.300,276.743
328.356,276.801
328.467,276.927
328.650,277.304
328.670,277.356
328.713,277.356
328.786,277.332
328.825,277.349
328.930,277.434
328.956,277.460
329.009,277.447
329.129,277.430
329.198,277.425
329.321,277.402
329.408,277.389
329.553,277.382
329.607,277.388
329.900,277.430
330.043,277.474
330.137,277.562
330.293,277.621
330.347,277.641
330.500,277.699
330.731,277.949
330.762,278.043
330.766,278.073
330.766,278.266
330.853,278.326
330.925,278.404
330.968,278.455
331.044,278.707
330.987,278.918
330.968,278.965
331.118,278.983
331.217,279.175
331.306,279.324
331.520,279.487
331.674,279.467
331.820,279.480
331.919,279.513
331.952,279.525
332.044,279.580
332.055,279.645
332.052,279.692
332.061,279.803
332.109,279.782
332.143,279.748
332.189,279.717
332.257,279.712
332.340,279.775
332.373,279.805
332.482,279.808
332.534,279.816
332.560,279.911
332.556,280.010
332.569,280.060
332.697,280.049
332.879,280.117
332.959,280.081
333.045,280.121
333.028,280.579
333.062,280.787
333.114,281.142
332.921,281.610
333.002,282.373
333.171,282.585
333.278,282.578
333.521,282.459
333.547,282.338
333.729,282.164
333.838,281.985
333.899,281.894
334.025,281.346
334.021,281.314
333.998,281.133
334.076,280.942
334.092,280.904
334.214,280.988
334.301,281.081
334.388,281.180
334.483,281.151
334.482,281.082
334.491,280.986
334.570,281.012
334.681,281.005
334.853,280.998
334.979,280.856
335.020,280.813
335.098,280.666
335.194,280.565
335.474,280.271
335.532,280.158
335.706,280.050
335.739,280.033
335.825,279.976
336.051,279.825
336.093,279.739
336.266,279.402
336.264,279.101
336.268,278.803
336.376,278.312
336.427,278.249
336.485,278.196
336.597,278.257
336.597,278.491
336.727,278.707
336.874,278.716
337.048,278.803
337.117,279.123
337.126,279.582
336.918,280.085
336.355,280.986
336.086,281.393
336.077,281.714
335.973,281.792
335.878,281.722
335.739,281.688
335.454,281.913
335.384,282.190
335.471,282.338
335.558,282.416
335.228,282.572
334.830,283.187
334.223,283.862
334.067,284.244
334.102,284.426
334.648,284.443
335.176,284.218
335.306,284.079
335.384,283.862
335.471,283.637
335.722,283.481
335.757,283.386
335.869,283.135
336.060,283.109
336.207,283.152
336.173,283.395
336.225,283.455
336.381,283.481
336.563,283.568
336.528,283.655
336.259,283.724
336.103,283.836
336.103,284.010
336.077,284.218
335.999,284.504
335.939,284.651
335.955,284.780
335.956,284.790
336.346,284.807
336.658,284.798
336.857,284.876
336.822,284.963
336.554,285.197
336.667,285.691
336.987,286.358
336.883,286.488
336.589,286.895
336.476,287.008
336.398,287.345
336.485,287.553
336.398,287.796
336.259,287.831
336.008,287.787
335.653,288.030
335.696,288.186
335.739,288.420
335.713,288.602
335.506,288.792
