x,y
80.990,510.360
81.128,510.197
81.112,509.952
81.014,509.740
80.639,509.332
80.329,508.680
80.280,508.223
80.427,507.847
80.427,507.276
80.427,506.624
80.427,506.183
80.574,505.808
80.932,505.367
81.340,505.025
81.781,504.763
82.009,504.731
82.254,504.780
82.417,504.894
82.727,505.090
83.005,505.122
83.396,505.139
83.641,505.090
83.788,505.008
84.049,504.943
84.245,504.861
84.294,504.584
83.967,504.339
83.772,503.833
83.641,503.458
83.152,503.034
83.070,502.593
83.005,501.957
83.021,501.647
83.037,501.272
83.037,500.896
83.021,500.505
82.956,500.244
82.793,500.129
82.483,499.950
82.760,499.950
83.021,499.934
83.396,499.754
83.706,499.558
83.919,499.362
84.082,498.840
84.408,498.563
84.751,498.220
85.216,498.001
85.179,497.987
84.506,497.739
84.082,497.510
83.560,497.021
82.842,496.466
82.499,496.221
81.993,496.042
81.275,496.140
81.047,496.189
80.720,496.499
80.525,496.760
80.459,496.825
80.133,496.825
79.415,496.793
79.154,496.531
78.795,495.862
78.224,495.895
78.110,495.455
78.240,495.193
78.371,494.965
78.501,494.573
78.501,494.084
78.730,493.301
78.534,492.811
78.240,492.224
77.718,491.473
77.081,491.078
77.052,491.093
77.001,491.156
77.014,491.246
76.937,491.361
76.950,491.412
76.912,491.424
76.899,491.488
76.937,491.565
77.078,491.654
77.065,491.846
77.116,491.897
77.129,492.012
77.193,492.050
77.193,492.114
77.256,492.165
77.231,492.216
77.282,492.241
77.371,492.241
77.435,492.318
77.435,492.497
77.371,492.548
77.320,492.548
77.269,492.599
77.269,492.637
77.499,492.854
77.473,492.982
77.410,492.982
77.320,493.160
77.244,493.199
77.180,493.275
77.103,493.301
77.078,493.326
76.988,493.326
76.937,493.288
76.771,493.250
76.605,493.403
76.465,493.377
76.452,493.416
76.401,493.416
76.376,493.390
76.350,493.416
76.274,493.454
76.222,493.530
76.146,493.518
76.108,493.518
76.066,493.698
75.976,493.698
75.912,493.762
75.810,493.775
75.785,493.800
75.551,493.749
75.393,493.492
75.342,493.505
75.291,493.531
75.240,493.531
75.189,493.492
75.074,493.505
74.895,493.403
74.844,493.416
74.793,493.467
74.691,493.441
74.448,493.454
74.321,493.454
74.295,493.479
74.244,493.505
74.206,493.518
74.155,493.569
74.129,493.594
74.065,493.696
74.014,493.837
74.002,494.016
74.065,494.041
74.167,494.156
74.270,494.424
74.206,494.475
74.129,494.641
74.053,494.641
74.001,494.692
73.938,494.717
73.874,494.717
73.823,494.730
73.784,494.756
73.759,494.781
73.516,494.887
73.363,494.909
73.274,494.922
73.172,494.986
73.134,494.986
73.083,495.062
72.904,495.254
72.904,495.177
72.827,495.062
72.840,494.960
72.763,494.858
72.763,494.794
72.661,494.807
72.623,494.794
72.636,494.730
72.674,494.730
72.700,494.692
72.687,494.564
72.636,494.437
72.559,494.411
72.546,494.373
72.495,494.360
72.457,494.398
72.380,494.386
72.355,494.411
72.304,494.449
72.253,494.462
72.215,494.526
72.176,494.552
72.074,494.590
72.100,494.666
72.061,494.718
71.921,494.641
71.921,494.552
71.870,494.564
71.857,494.666
71.998,494.756
72.061,494.947
72.215,495.049
72.215,495.203
72.342,495.279
72.406,495.369
72.444,495.381
72.495,495.369
72.585,495.445
72.585,495.547
72.634,495.633
72.623,495.688
72.827,495.841
72.942,495.994
72.904,496.109
72.862,496.207
72.840,496.260
72.774,496.360
72.648,496.351
72.572,496.364
72.521,496.543
72.457,496.607
72.470,496.709
72.432,496.824
72.400,496.957
72.335,497.013
72.276,497.133
72.251,497.067
72.046,496.991
71.928,497.036
71.870,496.926
71.746,496.991
71.673,496.831
71.640,496.734
71.564,496.670
71.602,496.530
71.564,496.504
71.551,496.390
71.589,496.364
71.602,496.288
71.666,496.224
71.678,496.173
71.742,496.134
71.755,496.083
71.819,496.019
71.793,495.892
71.678,495.841
71.576,495.662
71.538,495.688
71.500,495.764
71.449,495.803
71.474,495.854
71.423,495.854
71.398,495.879
71.296,495.879
71.206,495.815
71.130,495.803
71.091,495.688
71.015,495.688
70.989,495.713
70.836,495.726
70.734,495.700
70.734,495.662
70.670,495.624
70.542,495.637
70.440,495.585
70.428,495.547
70.351,495.547
70.313,495.585
70.262,495.585
70.160,495.522
70.070,495.534
70.019,495.522
69.994,495.547
69.891,495.547
69.853,495.585
69.828,495.509
69.764,495.496
69.738,495.407
69.649,495.330
69.560,495.318
69.534,495.343
69.432,495.330
69.432,495.394
69.534,495.471
69.534,495.522
69.687,495.598
69.828,495.764
69.789,495.803
69.687,495.815
69.624,495.879
69.598,495.930
69.521,495.981
69.521,496.071
69.432,496.070
69.381,495.968
69.241,495.917
69.202,495.828
69.164,495.790
69.062,495.764
69.075,495.713
69.023,495.688
68.972,495.700
68.934,495.764
68.960,495.841
68.909,495.841
68.832,495.790
68.781,495.790
68.755,495.828
68.704,495.828
68.641,495.790
68.653,495.700
68.615,495.649
68.462,495.573
68.334,495.573
68.309,495.649
68.296,495.688
68.309,495.790
68.270,495.802
68.245,495.892
68.245,496.134
68.385,496.313
68.487,496.351
68.487,496.390
68.385,496.402
68.322,496.453
68.296,496.530
68.347,496.568
68.321,496.696
68.360,496.747
68.321,496.760
68.321,496.798
68.513,497.258
68.564,497.500
68.487,497.564
68.347,497.538
68.309,497.628
68.258,497.743
68.143,497.781
68.041,497.781
67.939,497.691
67.836,497.704
67.798,497.704
67.773,497.730
67.734,497.730
67.670,497.679
67.492,497.692
67.479,497.819
67.444,497.877
67.517,498.036
67.492,498.113
67.505,498.330
67.454,498.355
67.386,498.412
67.313,498.432
67.198,498.445
67.186,498.279
67.096,498.202
67.083,498.113
67.036,498.029
66.956,497.991
66.888,497.916
66.790,497.704
66.803,497.602
66.751,497.475
66.790,497.449
66.815,497.398
66.841,497.258
66.752,497.219
66.713,497.155
66.624,497.130
66.649,497.283
66.598,497.321
66.547,497.372
66.483,497.475
66.445,497.475
66.420,497.500
66.394,497.602
66.445,497.653
66.458,497.768
66.547,497.819
66.534,498.049
66.662,498.036
66.662,498.087
66.598,498.074
66.547,498.177
66.560,498.266
66.649,498.330
66.649,498.368
66.560,498.432
66.522,498.559
66.586,498.636
66.764,498.726
66.803,498.776
66.777,498.802
66.726,498.802
66.688,498.853
66.560,498.866
66.465,498.720
66.398,498.733
66.292,498.598
66.266,498.496
66.190,498.445
66.203,498.304
66.152,498.266
66.190,498.189
66.190,498.100
66.152,497.998
66.113,497.972
65.986,497.985
65.960,498.011
65.909,498.023
65.871,498.062
65.718,498.342
65.603,498.445
65.628,498.509
65.539,498.534
65.564,498.636
65.488,498.687
65.360,498.853
65.271,499.019
65.220,499.172
65.245,499.440
65.220,499.542
65.598,499.882
65.631,499.942
65.528,500.006
65.515,500.175
65.424,500.248
65.380,500.317
65.245,500.534
65.158,500.756
65.030,500.729
64.998,500.771
64.919,500.763
64.775,500.864
64.579,500.986
64.559,500.890
64.610,500.769
64.811,500.522
64.998,500.246
64.905,499.985
64.748,499.657
64.411,499.635
64.238,499.546
64.104,499.413
63.964,499.098
63.864,499.184
63.716,499.091
63.685,499.036
63.597,498.984
63.638,498.792
63.652,498.572
63.554,498.490
63.537,498.416
63.457,498.328
63.548,498.189
63.560,498.036
63.509,497.857
63.548,497.832
63.573,497.487
63.612,497.411
63.535,497.219
63.637,497.092
63.586,497.002
63.645,496.747
63.583,496.536
63.607,496.453
63.497,496.275
63.535,496.198
63.482,496.102
63.393,495.817
63.267,495.983
63.254,496.032
63.203,496.096
63.190,496.160
63.058,496.213
63.066,496.399
62.945,496.607
62.908,496.631
62.795,496.568
62.723,496.520
62.679,496.464
62.584,496.427
62.559,496.357
62.602,496.225
62.586,496.160
62.470,496.142
62.315,496.278
62.254,496.319
62.204,496.357
62.141,496.441
62.085,496.507
62.033,496.574
61.973,496.640
61.997,496.720
61.978,496.773
61.876,496.760
61.888,496.849
61.837,496.862
61.761,496.849
61.722,496.875
61.684,496.900
61.646,496.938
61.659,496.990
61.608,497.041
61.608,497.117
61.544,497.143
61.544,497.207
61.378,497.194
61.340,497.232
61.314,497.321
61.268,497.412
61.126,497.469
61.056,497.488
60.931,497.387
60.842,497.341
60.752,497.347
60.676,497.347
60.574,497.309
60.497,497.385
60.432,497.458
60.343,497.547
60.221,497.613
60.144,497.660
60.117,497.706
60.140,497.870
60.076,497.960
60.040,497.991
60.007,498.024
59.961,498.062
59.786,498.290
59.712,498.287
59.602,498.258
59.626,498.086
59.609,497.925
59.566,497.875
59.541,497.806
59.537,497.726
59.481,497.633
59.425,497.589
59.408,497.709
59.420,497.810
59.412,497.858
59.374,497.883
59.323,497.883
59.272,497.845
59.217,497.820
59.121,497.821
59.095,497.937
59.083,497.985
59.052,498.102
58.985,498.191
58.946,498.230
58.806,498.242
58.768,498.281
58.742,498.370
58.678,498.383
58.602,498.408
58.563,498.447
58.576,498.523
58.627,498.549
58.614,498.587
58.580,498.602
58.528,498.619
58.346,498.661
58.251,498.674
58.238,498.713
58.200,498.713
58.161,498.751
58.148,498.789
58.238,498.802
58.353,498.968
58.404,498.968
58.378,498.891
58.442,498.891
58.506,498.871
58.556,498.873
58.582,498.930
58.764,498.794
58.844,498.797
58.816,499.029
58.889,499.134
58.965,499.088
59.016,499.075
59.106,499.088
59.182,499.223
59.195,499.300
59.157,499.338
59.004,499.351
58.978,499.389
58.978,499.440
59.055,499.479
59.080,499.530
59.068,499.581
58.771,499.534
58.720,499.598
58.631,499.610
58.467,499.775
58.052,500.015
58.049,500.067
57.985,500.105
57.947,500.130
57.896,500.143
57.870,500.169
57.819,500.169
57.755,500.233
57.717,500.335
57.755,500.373
57.793,500.335
57.844,500.309
57.895,500.296
58.010,500.309
58.049,500.284
58.074,500.258
58.112,500.245
58.174,500.272
58.238,500.259
58.276,500.259
58.301,500.234
58.352,500.246
58.404,500.208
58.442,500.195
58.544,500.308
58.570,500.410
58.505,500.475
58.492,500.552
58.428,500.539
58.403,500.590
58.441,500.679
58.377,500.769
58.249,500.769
58.224,500.718
58.198,500.654
58.034,500.666
57.893,500.666
57.817,500.717
57.778,500.768
57.689,500.768
57.638,500.819
57.664,500.934
57.638,501.048
57.676,501.112
57.638,501.125
57.638,501.189
57.676,501.176
57.715,501.163
57.842,501.317
57.842,501.482
57.906,501.534
57.957,501.508
57.970,501.457
58.008,501.457
58.123,501.572
58.276,501.610
58.353,501.546
58.442,501.521
58.493,501.508
58.570,501.431
58.583,501.317
58.646,501.291
58.710,501.291
58.761,501.329
58.799,501.202
58.863,501.202
58.978,501.253
59.080,501.253
59.119,501.202
59.182,501.176
59.233,501.163
59.285,501.138
59.323,501.112
59.489,501.074
59.578,501.023
59.553,500.972
59.489,500.946
59.514,500.844
59.667,500.832
59.693,500.793
59.808,500.768
59.884,500.729
59.936,500.729
59.999,500.678
60.152,500.627
60.191,500.564
60.229,500.551
60.267,500.564
60.344,500.551
60.395,500.576
60.421,500.704
60.446,500.729
60.535,500.729
60.599,500.678
60.663,500.653
60.727,500.525
60.752,500.500
60.746,500.347
60.839,500.270
60.902,500.270
60.953,500.309
61.030,500.296
61.081,500.334
61.168,500.433
61.186,500.563
61.148,500.576
61.071,500.678
61.071,500.729
61.148,500.768
61.161,500.717
61.212,500.704
61.278,500.709
61.391,500.717
61.442,500.640
61.490,500.553
61.623,500.580
61.731,500.655
61.774,500.768
61.802,500.845
61.735,500.883
61.722,500.921
61.633,500.946
61.569,500.959
61.518,500.998
61.518,501.074
61.467,501.138
61.416,501.100
61.352,501.112
61.327,501.195
61.290,501.256
61.235,501.289
61.109,501.296
61.110,501.380
61.276,501.380
61.352,501.393
61.416,501.368
61.518,501.368
61.633,501.431
61.735,501.559
61.786,501.533
61.914,501.521
61.978,501.521
62.003,501.546
62.284,501.521
62.347,501.523
62.399,501.495
62.463,501.508
62.501,501.470
62.565,501.457
62.667,501.470
62.756,501.380
62.871,501.419
62.999,501.317
63.126,501.304
63.165,501.317
63.165,501.355
63.101,501.380
63.075,501.444
63.152,501.482
63.152,501.585
63.114,501.610
63.101,501.674
63.063,501.687
63.063,501.725
62.973,501.776
62.948,501.814
62.846,501.853
62.782,501.865
62.705,501.891
62.590,501.916
62.556,501.877
62.366,501.881
62.267,501.945
62.157,501.959
62.093,502.010
62.004,502.036
61.918,502.115
61.867,502.141
61.803,502.128
61.748,502.176
61.659,502.265
61.608,502.291
61.556,502.328
61.505,502.354
61.466,502.379
61.403,502.405
61.327,502.445
61.276,502.453
61.084,502.465
60.957,502.440
60.918,502.402
60.842,502.402
60.816,502.427
60.625,502.414
60.586,502.516
60.561,502.593
60.561,502.835
60.510,502.887
60.472,502.899
60.433,502.912
60.331,502.874
60.229,502.746
60.127,502.746
60.040,502.699
59.955,502.713
59.880,502.705
59.854,502.638
59.793,502.463
59.724,502.407
59.660,502.388
59.616,502.391
59.527,502.427
59.553,502.465
59.553,502.529
59.458,502.520
59.383,502.587
59.332,502.612
59.281,502.638
59.125,502.659
59.125,502.697
59.087,502.736
59.048,502.761
58.963,502.881
58.898,502.931
58.953,502.950
58.940,502.989
58.914,503.019
58.831,503.055
58.816,503.166
58.765,503.179
58.714,503.217
58.676,503.243
58.618,503.315
58.622,503.374
58.621,503.410
58.570,503.461
58.612,503.622
58.551,503.703
58.582,503.793
58.621,503.806
58.608,503.882
58.519,503.882
58.493,503.818
58.440,503.845
58.320,503.871
58.250,503.890
58.195,503.927
58.137,503.980
58.091,504.018
57.983,504.048
57.937,504.068
57.836,503.904
57.746,503.899
57.638,503.780
57.587,503.764
57.528,503.734
57.479,503.751
57.442,503.751
57.339,503.695
57.344,503.831
57.293,503.882
57.255,503.882
57.218,503.846
57.209,503.801
57.160,503.723
57.157,503.626
57.102,503.701
57.041,503.768
57.025,503.857
57.051,503.908
57.089,503.908
57.076,503.959
56.990,503.939
56.939,503.939
56.888,503.990
56.812,503.990
56.786,504.041
56.722,504.054
56.697,504.079
56.658,504.079
56.620,504.117
56.505,504.143
56.467,504.181
56.378,504.194
56.339,504.207
56.258,504.221
56.188,504.271
56.149,504.266
56.084,504.258
56.029,504.300
55.832,504.301
55.787,504.331
55.693,504.365
55.625,504.429
55.578,504.503
55.608,504.597
55.547,504.680
55.440,504.749
55.455,504.852
55.455,505.056
55.532,505.108
55.532,505.159
55.468,505.248
55.532,505.324
55.438,505.554
55.410,505.690
55.472,505.772
55.501,505.839
55.455,506.039
55.608,506.147
55.672,506.192
55.705,506.330
55.813,506.550
56.004,506.729
56.058,506.702
56.111,506.631
56.157,506.595
56.247,506.601
56.363,506.623
56.413,506.690
56.421,506.798
56.476,506.882
56.578,506.890
56.649,506.915
56.732,506.920
56.796,506.958
56.847,506.958
56.966,506.934
56.980,506.845
56.961,506.780
57.015,506.769
57.075,506.926
57.099,507.068
57.140,507.175
57.217,507.201
57.319,507.175
57.357,507.175
57.408,507.201
57.395,507.277
57.434,507.316
57.498,507.316
57.549,507.277
57.638,507.265
57.676,507.226
57.908,507.191
58.100,507.284
58.183,507.371
58.152,507.507
58.068,507.560
57.891,507.619
57.655,507.591
57.600,507.711
57.536,507.711
57.523,507.775
57.453,508.069
57.523,508.120
57.498,508.158
57.421,508.171
57.383,508.235
57.332,508.260
57.242,508.222
57.178,508.222
57.127,508.247
56.997,508.170
57.009,508.106
57.013,508.056
56.863,507.929
56.709,507.866
56.646,507.878
56.569,507.891
56.518,507.929
56.528,507.992
56.602,508.018
56.732,508.132
56.723,508.260
56.656,508.308
56.543,508.372
56.430,508.365
56.418,508.295
56.379,508.193
56.328,508.193
56.277,508.231
56.260,508.304
56.136,508.320
56.098,508.346
56.034,508.359
56.004,508.541
56.004,508.579
55.966,508.592
55.966,508.669
56.055,508.732
56.030,508.835
55.940,508.860
55.864,508.771
55.787,508.758
55.800,508.707
55.723,508.592
55.591,508.719
55.489,508.732
55.452,508.894
55.463,509.013
55.455,509.090
55.391,509.103
55.326,509.080
55.249,509.131
55.211,509.195
55.161,509.191
55.136,509.217
54.970,509.141
54.945,509.218
54.894,509.256
54.932,509.332
54.983,509.345
54.983,509.486
55.034,509.549
54.994,509.617
54.894,509.662
54.868,509.830
54.766,509.843
54.575,509.817
54.498,509.741
54.511,509.600
54.473,509.549
54.379,509.521
54.341,509.572
54.201,509.572
54.060,509.700
54.022,509.713
53.873,509.741
53.809,509.677
53.736,509.639
53.699,509.474
53.715,509.280
53.671,509.184
53.592,509.103
53.534,508.966
53.477,508.898
53.400,508.911
53.362,508.975
53.285,508.988
53.222,508.962
53.158,508.975
53.171,509.026
53.324,509.103
53.311,509.179
53.234,509.154
53.171,509.167
53.196,509.230
53.158,509.217
53.158,509.256
53.234,509.320
53.222,509.371
53.158,509.345
53.107,509.358
53.107,509.460
53.273,509.651
53.260,509.690
53.209,509.728
53.209,509.805
53.158,509.843
53.158,509.881
53.107,509.945
53.119,510.009
53.081,509.996
53.043,510.034
52.979,510.034
52.966,510.124
52.890,510.136
52.877,510.264
52.826,510.277
52.737,510.315
52.685,510.328
52.698,510.443
52.647,510.545
52.724,510.647
52.673,510.647
52.647,510.609
52.507,510.571
52.468,510.532
52.341,510.532
52.290,510.507
52.239,510.456
52.251,510.392
52.188,510.417
52.162,510.456
52.098,510.443
52.073,510.468
51.984,510.417
51.932,510.315
51.881,510.328
51.932,510.520
52.022,510.558
52.022,510.660
51.983,510.685
51.932,510.698
51.894,510.711
51.907,510.864
51.869,510.915
51.818,510.915
51.779,510.877
51.715,510.890
51.715,510.953
51.766,511.005
51.639,511.017
51.601,511.068
51.728,511.183
51.766,511.183
51.818,511.132
51.971,511.170
52.022,511.234
52.009,511.387
52.111,511.413
52.137,511.489
52.200,511.490
52.226,511.413
52.303,511.362
52.315,511.298
52.366,511.260
52.405,511.260
52.520,511.426
52.469,511.592
52.558,511.668
52.571,511.758
52.634,511.821
52.545,511.796
52.532,511.860
52.711,511.962
52.826,512.204
52.864,512.217
52.902,512.204
53.017,512.294
53.068,512.345
53.068,512.421
53.196,512.421
53.260,512.447
53.429,512.622
53.429,512.673
53.366,512.724
53.263,512.877
53.238,512.979
53.187,513.018
53.149,513.043
52.908,513.001
52.800,512.957
52.685,512.983
52.609,512.919
52.583,512.843
52.277,512.689
52.226,512.689
52.175,512.740
52.124,512.740
52.098,512.766
51.983,512.740
51.945,512.766
51.894,512.766
51.856,512.689
51.613,512.460
51.511,512.536
51.473,512.562
51.371,512.562
51.345,512.587
51.281,512.587
51.230,512.626
51.179,512.626
51.205,512.702
51.167,512.728
51.128,512.766
51.090,512.817
51.039,512.843
50.988,512.843
50.950,512.766
50.911,512.766
50.911,512.843
50.847,512.906
50.822,512.983
50.822,513.085
50.934,513.222
50.899,513.251
50.898,513.328
50.962,513.366
50.962,513.596
51.001,513.698
51.141,513.787
51.192,513.979
51.281,514.017
51.282,514.081
51.358,514.145
51.320,514.208
51.327,514.288
51.243,514.323
51.141,514.323
51.116,514.349
51.179,514.553
51.128,514.591
51.090,514.732
51.332,515.051
51.498,515.178
51.601,515.191
51.626,515.153
51.664,515.140
51.677,515.089
51.728,515.089
51.754,515.051
51.805,515.051
51.843,515.025
51.894,515.063
52.073,515.089
52.162,515.191
52.200,515.153
52.264,515.153
52.277,515.102
52.341,515.102
52.481,515.204
52.481,515.293
52.558,515.281
52.634,515.242
52.698,515.217
52.762,515.191
52.826,515.204
52.839,515.293
52.928,515.383
52.864,515.446
52.851,515.497
52.928,515.561
52.915,515.651
52.979,515.689
52.966,515.791
53.005,515.842
52.979,515.868
52.813,515.855
52.788,515.970
52.698,515.931
52.609,515.944
52.622,516.008
52.813,516.110
52.813,516.174
52.851,516.187
52.826,516.263
52.775,516.289
52.724,516.302
52.737,516.391
52.607,516.378
52.587,516.511
52.641,516.646
52.456,516.721
52.366,516.633
52.264,516.595
52.213,516.608
52.175,516.621
52.047,516.621
51.920,516.557
51.894,516.582
51.754,516.582
51.690,516.429
51.626,516.416
51.664,516.493
51.652,516.570
51.601,516.557
51.524,516.672
51.447,516.672
51.435,516.570
51.384,516.519
51.384,516.467
51.422,516.442
51.422,516.365
51.422,516.327
51.358,516.327
51.269,516.251
51.167,516.263
51.128,516.225
50.847,516.212
50.771,516.238
50.707,516.199
50.643,516.212
50.596,516.271
50.579,516.391
50.537,516.447
50.525,516.511
50.423,516.524
50.384,516.588
50.346,516.626
50.268,516.697
50.005,516.621
49.980,516.659
49.928,516.684
49.877,516.761
49.801,516.774
49.763,516.825
49.673,516.838
49.673,516.889
49.724,516.914
49.702,516.969
49.763,517.029
49.877,517.029
49.992,517.093
50.069,517.093
50.158,517.144
50.248,517.144
50.439,517.336
50.465,517.412
50.541,517.438
50.682,517.425
50.771,517.604
50.835,517.616
50.860,517.591
50.899,517.591
51.039,517.655
51.052,517.731
51.001,517.782
51.001,517.872
50.962,517.910
50.886,517.884
50.848,517.948
50.784,517.948
50.758,518.037
50.567,517.986
50.490,518.063
50.414,518.076
50.324,518.025
50.286,518.114
50.286,518.242
50.222,518.331
50.158,518.369
49.980,518.357
49.954,518.306
49.852,518.280
49.814,518.229
49.711,518.229
49.686,518.255
49.558,518.229
49.482,518.229
49.443,518.178
49.290,518.165
49.265,518.191
49.188,518.191
49.099,518.101
49.061,518.101
49.009,518.165
48.971,518.178
48.933,518.191
