latitude,longitude
-74.02074395554048,-90.24587797947035
-73.99688315239185,-90.530003912455
-74.03884844038107,-91.16365803966661
-74.00664955739089,-92.03871605186275
-73.98941711862213,-92.79032641766278
-73.916007053849,-93.68153861287938
-73.91004000790115,-94.00204747083997
-73.92082866397995,-94.41142983050085
-73.96214428178996,-94.84631026029285
-73.99404674738092,-95.36552048972732
-74.04287224185165,-95.73084381570003
-74.06883710064979,-96.1286189776996
-74.09765472430162,-96.31863782558247
-74.09171466565756,-96.46978806794287
-74.06761877951924,-96.65808586208531
-73.9985742251137,-96.90764058679542
-73.91433235802799,-97.10606900043351
-73.88123998952872,-97.18333206533472
-73.77672335431087,-97.35790150023162
-73.70239004449644,-97.49117810011064
-73.65354130106445,-97.59741429138276
-73.62649278971419,-97.69074385388093
-73.57169186925925,-97.89130113379474
-73.49902249316575,-98.18331311508034
-73.45940383137969,-98.31358165725312
-73.38212982983609,-98.52100021812818
-73.31641791697217,-98.80902093945724
-73.28006598007805,-98.79127267007836
-73.26496982311603,-98.93165379521724
-73.23837045761908,-99.18406786525473
-73.2302102165692,-99.379274192676
-73.21812598273861,-99.51907272130494
-73.19181072628496,-99.69488173112207
-73.17427076657209,-99.84211646035243
-73.17881445291627,-99.98583797419849
-73.19100502907075,-100.1771574360572
-73.1946803500891,-100.24077605064309
-73.18491486335805,-100.40564220699203
-73.15541744317682,-100.60411528801542
-73.14515311060872,-100.77195724352632
-73.15511741968503,-100.90298786588471
-73.16056112317206,-101.05537187456089
-73.16177475711464,-101.1194433045102
-73.15933397123841,-101.18104574273097
-73.1615544368561,-101.29237825330266
-73.16437553143315,-101.49362680052951
-73.1669275324609,-101.63963874977593
-73.16838216495725,-101.72577814651596
-73.18306367381581,-101.75124208372792
-73.1847122391151,-101.8780338610894
-73.186493402404,-101.97276439268765
-73.17810393858164,-102.10863024553586
-73.1661145941968,-102.2828446238272
-73.16272045190655,-102.2978356795465
-73.14657467596591,-102.36899687241942
-73.13181590700604,-102.44741395707977
-73.12218845161246,-102.56322543384296
-73.09758222975954,-102.73262009329984
-73.03735031013288,-102.91271294428432
-73.00144491905321,-102.96249259942294
-72.96997012733608,-102.97851544178144
-72.94249909052154,-102.97543546745032
-72.89885404993292,-102.94679277188793
-72.86415920969279,-102.90226047486051
-72.82350488662291,-102.91388129325806
-72.76031837748597,-102.86594904801055
-72.70919036865232,-102.82000732421875
-72.70866751799868,-102.8055073261383
-72.71263885498041,-102.76321411132812
-72.72234344482415,-102.74429321289062
-72.72618103027338,-102.67182159423828
-72.73127746582027,-102.63524627685547
-72.7259674072265,-102.58100128173828
-72.72705841064447,-102.54141998291016
-72.72576141357415,-102.48140716552734
-72.72267913818355,-102.46517181396484
-72.72789764404293,-102.38534545898438
-72.73271942138666,-102.37494659423828
-72.74401855468746,-102.31385803222656
-72.74503326416011,-102.27445220947266
-72.75244140624999,-102.24860382080078
-72.75246429443354,-102.2122268676758
-72.75813293457026,-102.18838500976562
-72.75897979736321,-102.1750259399414
-72.78303527832026,-102.12246704101562
-72.78699493408197,-102.12532806396484
-72.79180145263666,-102.11479187011719
-72.79972839355463,-102.1205062866211
-72.80569458007805,-102.09136962890625
-72.81758880615229,-102.09994506835938
-72.82239532470697,-102.08939361572266
-72.8342895507812,-102.09797668457031
-72.83740234374996,-102.11426544189453
-72.84929656982418,-102.12287902832031
-72.85637664794916,-102.1420669555664
-72.86826324462889,-102.15070343017578
-72.87137603759761,-102.16703796386719
-72.87930297851557,-102.17281341552734
-72.88241577148433,-102.18916320800781
-72.88637542724604,-102.19205474853516
-72.88948822021479,-102.20841217041016
-72.89741516113277,-102.21421813964844
-72.90052032470697,-102.2305908203125
-72.90730285644526,-102.24645233154297
-72.92906951904293,-102.35238647460938
-72.93915557861324,-102.42221069335939
-72.95801544189446,-102.46793365478517
-72.9659347534179,-102.47386932373047
-72.97472381591793,-102.46630859375
-72.98264312744136,-102.47225189208984
-72.98351287841791,-102.458740234375
-72.98042297363277,-102.44225311279297
-72.98302459716793,-102.4017105102539
-72.97992706298825,-102.38523864746094
-72.98165893554682,-102.35820770263672
-72.97856140136713,-102.34174346923828
-72.98200225830072,-102.2876663208008
-72.9843368530273,-102.16947937011719
-72.98604583740229,-102.1424331665039
-72.98294067382808,-102.1259994506836
-72.98464965820307,-102.09895324707031
-72.98153686523432,-102.08251953125
-72.98548126220699,-102.03718566894531
-72.98466491699214,-101.99208831787111
-72.99079845336155,-101.97129923405757
-72.99196624755852,-101.96733856201172
-73.00715637207026,-101.97078704833986
-73.02909851074214,-102.00221252441406
-73.04103851318354,-102.00697326660156
-73.05155944824214,-101.96284484863281
-73.05340576171871,-101.91526794433594
-73.04647064208979,-101.87300872802734
-73.04074859619135,-101.8074722290039
-73.03253173828122,-101.73727416992188
-73.0275497436523,-101.70720672607422
-73.02439880371091,-101.69082641601562
-73.02447232471656,-101.68960473605685
-73.02521514892572,-101.67725372314455
-73.02206420898433,-101.66088104248047
-73.02288055419916,-101.64730834960938
-73.01972198486322,-101.63094329833984
-73.02053833007807,-101.61736297607422
-73.01737213134764,-101.60101318359375
-73.01899719238276,-101.57386016845703
-73.0098266601562,-101.55326080322266
-73.0106353759765,-101.53968811035156
-73.00746917724605,-101.52335357666016
-73.00907897949213,-101.49620056152344
-73.00591278076166,-101.47987365722656
-73.00671386718749,-101.46629333496094
-73.00354766845697,-101.4499740600586
-72.99621582031244,-101.4327163696289
-72.99304199218744,-101.4164047241211
-72.99383544921871,-101.40283203125
-72.99066162109374,-101.38652801513672
-72.99145507812494,-101.3729476928711
-72.98828124999996,-101.35665893554688
-72.98130798339841,-101.29816436767578
-72.97812652587886,-101.2818832397461
-72.97970581054682,-101.25473022460938
-72.97652435302729,-101.23845672607422
-72.97888946533197,-101.19772338867188
-72.98133850097655,-101.18690490722658
-72.98368835449213,-101.14616394042969
-72.98477172851557,-101.11589813232423
-72.98503112792963,-101.08589935302734
-72.97409057617182,-101.0712661743164
-72.97463226318355,-101.05850982666016
-72.97578430175776,-101.0458755493164
-72.97669219970697,-101.00872802734375
-72.97899627685541,-100.98621368408203
-72.98064422607418,-100.96903228759766
-72.98156738281247,-100.9290237426758
-72.97338867187496,-100.85584259033203
-72.9732437133789,-100.82694244384766
-72.97803497314449,-100.79534912109375
-72.97973632812494,-100.78779602050781
-72.9825286865234,-100.76571655273438
-72.98741912841791,-100.74891662597656
-72.99726104736322,-100.74716186523438
-73.00081634521479,-100.7355728149414
-73.00332641601557,-100.72102355957031
-73.00579071044918,-100.69173431396484
-73.01101684570308,-100.68721771240236
-73.01548767089837,-100.67973327636719
-73.02126312255855,-100.64652252197266
-73.01933288574214,-100.6283950805664
-73.01807403564447,-100.61663055419922
-73.01921081542963,-100.60697174072266
-73.02111053466793,-100.59427642822266
-73.02261352539057,-100.5657730102539
-73.01852416992182,-100.55103302001953
-73.0155944824218,-100.54447174072266
-73.0126113891601,-100.53050994873048
-73.01187133789057,-100.51544952392578
-73.01291656494139,-100.50263214111328
-73.01615142822264,-100.49357604980469
-73.01933288574217,-100.49241638183594
-73.02109527587884,-100.51225280761719
-73.0255279541015,-100.53022003173828
-73.03430175781249,-100.53273010253906
-73.04042816162104,-100.51973724365234
-73.04995727539057,-100.4830551147461
-73.05307769775388,-100.45689392089844
-73.05779266357416,-100.43793487548828
-73.07005310058587,-100.41404724121094
-73.07367706298824,-100.39499664306642
-73.07669067382808,-100.37081909179688
-73.07817077636717,-100.33972930908203
-73.07652282714842,-100.31467437744142
-73.0725708007812,-100.30332946777344
-73.06781768798822,-100.30120849609375
-73.06415557861322,-100.29644775390625
-73.06191253662104,-100.28678131103516
-73.05671691894526,-100.25444793701173
-73.05843353271483,-100.24109649658203
-73.05886840820307,-100.2287368774414
-73.05268096923822,-100.21483612060548
-73.04732513427733,-100.20729064941406
-73.04259490966791,-100.20043182373047
-73.03910827636712,-100.18602752685547
-73.03633880615229,-100.17194366455078
-73.03189849853511,-100.16397857666016
-73.01839447021479,-100.14656829833984
-73.01806640624993,-100.13311767578125
-73.02076721191405,-100.0996551513672
-73.01952362060541,-100.07089233398438
-73.0202026367187,-100.06085968017578
-73.02331542968747,-100.04914855957031
-73.02993774414062,-100.03348541259766
-73.03117370605467,-100.0180892944336
-73.02055358886714,-99.98350524902344
-73.01460266113276,-99.94139099121094
-73.01084136962885,-99.91324615478516
-73.00285339355463,-99.85137939453125
-72.9975891113281,-99.8348159790039
-72.99626922607415,-99.81416320800781
-72.99989318847655,-99.79997253417969
-73.00256347656246,-99.7871322631836
-73.00766754150388,-99.78861236572266
-73.01228332519526,-99.78777313232422
-73.0143356323242,-99.78054809570312
-73.02041625976557,-99.76922607421875
-73.02301788330072,-99.77299499511719
-73.02484130859371,-99.76238250732422
-73.03005218505857,-99.67216491699219
-73.03148651123041,-99.65010070800781
-73.02893829345697,-99.6182632446289
-73.02648925781246,-99.59945678710938
-73.02674865722652,-99.5867919921875
-73.02659606933591,-99.57386779785156
-73.02494049072261,-99.55489349365234
-73.0212478637695,-99.53519439697266
-73.01959991455072,-99.52079772949219
-73.01920318603513,-99.49554443359375
-73.01860046386713,-99.47824859619142
-73.01725006103509,-99.46238708496094
-73.01470184326168,-99.44294738769531
-73.01188659667963,-99.41881561279297
-73.0100479125976,-99.40435028076172
-73.00727844238277,-99.3891372680664
-73.00877380371087,-99.35444641113281
-73.01164245605467,-99.32240295410156
-73.01136016845697,-99.30237579345703
-73.0101165771484,-99.28744506835938
-73.00717926025389,-99.26680755615234
-73.00785827636717,-99.25491333007812
-73.01188659667964,-99.23470306396484
-73.01319122314449,-99.2188949584961
-73.0137100219726,-99.19538879394531
-73.00876617431639,-99.16716003417969
-73.00268554687494,-99.15801239013673
-73.00772094726557,-99.12527465820312
-73.0066757202148,-99.11416625976562
-72.99997711181638,-99.08389282226562
-72.99986267089838,-99.05117797851562
-72.99876403808592,-99.01508331298828
-72.99833679199217,-98.99442291259766
-72.99846649169919,-98.93154907226562
-72.99968719482418,-98.911376953125
-72.99636840820308,-98.873291015625
-72.99533081054682,-98.85089111328125
-72.99501037597652,-98.79005432128906
-72.99856567382808,-98.73422241210938
-73.0006713867187,-98.67906188964844
-72.99986267089838,-98.6372299194336
-73.00135803222652,-98.612548828125
-73.00584411621087,-98.58007049560547
-73.00588226318354,-98.56977081298828
-73.00959014892572,-98.51614379882812
-73.0098419189453,-98.4989013671875
-73.01147460937496,-98.4889144897461
-73.01605224609371,-98.47958374023439
-73.0175170898437,-98.45262145996094
-73.02082061767572,-98.43885803222656
-73.02157592773436,-98.42530059814453
-73.02336883544918,-98.41081237792969
-73.0221099853515,-98.3924331665039
-73.01438903808588,-98.36748504638672
-73.0114135742187,-98.34826660156251
-73.01343536376949,-98.30947113037111
-73.01056671142575,-98.29113006591797
-73.0098419189453,-98.27944946289062
-73.01031494140621,-98.23847198486328
-73.01171112060543,-98.21670532226562
-73.01729583740229,-98.18831634521484
-73.02027130126949,-98.16726684570314
-73.0226440429687,-98.0792236328125
-73.02429199218744,-98.06637573242188
-73.02638244628903,-98.05878448486328
-73.02849578857419,-98.04100799560547
-73.02889251708979,-98.01204681396484
-73.0276260375976,-97.9696044921875
-73.02471160888669,-97.93365478515625
-73.02090454101561,-97.90133666992188
-73.01925659179682,-97.88427734375001
-73.01365661621088,-97.86368560791017
-73.01730346679683,-97.8281478881836
-73.01979827880855,-97.80169677734375
-73.01992797851557,-97.77452850341797
-73.01936340332026,-97.76004028320312
-73.0197677612304,-97.74981689453126
-73.02291870117183,-97.72637176513672
-73.01794433593744,-97.71456146240234
-73.01177978515621,-97.7010269165039
-73.01165008544922,-97.67523193359375
-73.00969696044919,-97.6237564086914
-73.01332855224605,-97.60794067382812
-73.01406097412108,-97.59013366699219
-73.02109527587884,-97.57983398437501
-73.02114809536027,-97.57987961304401
-73.0269927978515,-97.58493041992188
-73.0318908691406,-97.59709930419922
-73.03708648681635,-97.61348724365236
-73.04447937011714,-97.63066864013672
-73.04839324951166,-97.6689682006836
-73.05117797851558,-97.67601013183594
-73.05883026123043,-97.68177795410156
-73.06497192382805,-97.65410614013672
-73.06980895996088,-97.6502914428711
-73.07102203369138,-97.6595687866211
-73.07628631591795,-97.70502471923828
-73.07286834716791,-97.72468566894533
-73.07146453857416,-97.74771881103516
-73.07184600830074,-97.75993347167969
-73.07479858398436,-97.7780532836914
-73.08334350585935,-97.7913818359375
-73.0875854492187,-97.80289459228516
-73.09030914306635,-97.81306457519531
-73.0942993164062,-97.8246841430664
-73.09741210937496,-97.83421325683594
-73.10077667236322,-97.8360595703125
-73.10974884033197,-97.85995483398438
-73.11899566650386,-97.8736801147461
-73.12245941162105,-97.88941955566408
-73.12657928466791,-97.90288543701172
-73.13066101074213,-97.9234390258789
-73.13296508789055,-97.94400024414062
-73.13769531249996,-97.97758483886719
-73.141731262207,-97.99092102050781
-73.14546203613277,-98.0014419555664
-73.14947509765618,-98.00337219238283
-73.1541900634765,-98.00638580322267
-73.15749359130854,-98.0443344116211
-73.16407012939447,-98.05207061767578
-73.16699981689447,-98.0473098754883
-73.17185211181635,-98.04794311523438
-73.17652893066402,-98.03157043457031
-73.18216705322263,-97.99573516845703
-73.19199371337888,-97.96597290039062
-73.19778442382808,-97.94317626953125
-73.20205688476557,-97.92691040039062
-73.20409393310543,-97.89116668701172
-73.2042846679687,-97.87134552001955
-73.2032623291015,-97.859375
-73.20238494873043,-97.83147430419923
-73.19699096679683,-97.7730712890625
-73.1867523193359,-97.74734497070312
-73.18522644042964,-97.7339096069336
-73.17462921142572,-97.69042205810547
-73.16406249999994,-97.65388488769531
-73.15956878662108,-97.63566589355469
-73.1562881469726,-97.61365509033203
