x,y
94.267,495.072
94.182,495.340
94.019,495.928
93.595,496.776
93.333,496.972
92.779,497.070
92.126,497.494
91.571,497.788
91.245,497.657
90.527,497.266
90.005,496.939
89.483,496.907
88.928,496.646
88.569,496.385
88.210,496.091
88.047,496.646
87.753,497.200
87.525,497.625
87.280,497.821
87.051,497.959
86.643,498.131
86.431,498.261
86.219,498.424
86.129,498.612
86.097,498.726
86.121,498.620
86.154,498.465
86.236,498.302
86.227,498.163
86.211,497.829
86.129,497.625
86.032,497.282
85.934,497.045
85.893,496.907
85.885,496.768
85.779,496.776
85.624,496.866
85.575,497.176
85.615,497.307
85.615,497.429
85.526,497.592
85.428,497.755
85.297,497.902
85.257,497.959
85.179,497.987
85.216,498.001
84.751,498.220
84.408,498.563
84.082,498.840
83.919,499.362
83.706,499.558
83.396,499.754
83.021,499.934
82.760,499.950
82.483,499.950
82.793,500.129
82.956,500.244
83.021,500.505
83.037,500.896
83.037,501.272
83.021,501.647
83.005,501.957
83.070,502.593
83.152,503.034
83.641,503.458
83.772,503.833
83.967,504.339
84.294,504.584
84.245,504.861
84.049,504.943
83.788,505.008
83.641,505.090
83.396,505.139
83.005,505.122
82.727,505.090
82.417,504.894
82.254,504.780
82.009,504.731
81.781,504.763
81.340,505.025
80.932,505.367
80.574,505.808
80.427,506.183
80.427,506.624
80.427,507.276
80.427,507.847
80.280,508.223
80.329,508.680
80.639,509.332
81.014,509.740
81.112,509.952
81.128,510.197
80.990,510.360
80.996,510.369
81.020,510.380
81.052,510.395
81.083,510.399
81.186,510.384
81.240,510.338
81.274,510.295
81.370,510.188
81.562,509.969
81.604,509.912
81.677,509.896
81.727,509.889
81.750,509.866
81.762,509.831
81.812,509.774
81.808,509.701
81.769,509.655
81.654,509.582
81.393,509.517
81.132,509.424
80.910,509.336
80.810,509.225
80.707,509.022
80.630,508.845
80.591,508.791
80.553,508.722
80.565,508.515
80.645,508.408
81.014,507.863
81.071,507.813
81.167,507.667
81.178,507.629
81.209,507.556
81.232,507.521
81.236,507.468
81.198,507.437
81.144,507.406
81.083,507.368
80.825,506.934
80.791,506.854
80.760,506.819
80.745,506.781
80.779,506.531
80.849,506.393
80.975,506.182
81.178,505.844
81.251,505.783
81.355,505.756
81.401,505.722
81.390,505.630
81.405,505.603
81.432,505.568
81.493,505.549
81.528,505.561
81.585,505.564
81.658,505.561
81.723,505.564
81.789,505.633
81.942,505.706
81.969,505.737
81.973,505.699
81.969,505.668
81.938,505.576
81.854,505.476
81.815,505.426
81.804,505.376
81.842,505.292
81.927,505.261
82.011,505.257
82.073,505.288
82.145,505.303
82.203,505.307
82.264,505.292
82.303,505.315
82.433,505.399
82.564,505.545
82.614,505.568
82.702,505.603
82.848,505.683
82.886,505.710
82.932,505.783
82.936,505.860
82.936,505.975
83.047,506.105
83.277,506.370
83.320,506.362
83.392,506.397
83.538,506.539
83.561,506.570
83.669,506.554
83.795,506.650
83.968,506.762
84.037,506.861
84.102,506.861
84.156,506.896
84.294,506.892
84.333,506.923
84.482,506.892
84.643,506.946
84.828,506.923
84.816,506.857
84.816,506.823
84.812,506.773
84.770,506.658
84.647,506.608
84.448,506.543
84.141,506.351
83.995,506.251
83.857,506.128
83.845,506.086
83.861,506.025
83.884,506.002
83.918,505.975
83.991,505.937
